,H_IMDB,H_IMDA,H_CTL,M_IMDA,M_IMDB,M_CTL,R_IMDA,R_IMDB,R_CTL
LOC100747556,8.912054114,8.125078109,9.354147508,8.413282241,9.046367842,7.804058078,9.622191921,8.28329677,8.734507305
LOC100747557,14.62847199,17.47749085,17.17947671,17.41814501,17.2761594,16.9542246,16.84657781,17.74669205,17.10836546
LOC100747558,5.748156372,6.843892929,9.694821171,5.44722193,3.68151289,3.740315618,3.42395301,2.266293172,6.297060828
LOC100747559,2.385811812,2.161828233,3.378217287,2.709356271,3.184505959,2.584833039,2.639144944,2.62649263,3.055627344
LOC100747560,70.19388504,72.24032562,72.65054767,75.06749158,75.29514037,74.97930203,72.36756727,78.14223052,70.98752735
LOC100747561,31.49948148,23.08605956,22.78135475,23.02689897,23.01830117,18.89383897,24.34231668,24.19384651,24.15989008
LOC100747562,22.30856322,21.70678621,21.83726104,22.32192404,21.43576047,20.92649789,22.01071208,22.13845575,21.96368062
LOC100747564,1.227514602,0.650051191,0.747620075,1.009396164,0.869167349,0.95577273,1.068093836,0.931839502,0.85629189
LOC100747565,72.15377124,71.12432402,68.82106126,72.14157208,68.20441015,69.79430241,73.62714348,68.43077745,72.66664399
LOC100747566,6.903943193,7.283896406,9.357903541,6.172733864,5.841384691,5.43310722,5.128041269,5.086817356,6.690381803
LOC100747567,146.4592037,146.7207814,145.6075327,147.0347543,149.8262251,134.4492963,154.8837262,159.0524715,146.68263
LOC100747568,14.55288295,12.91287225,10.95807699,13.65510306,12.06453817,12.62778992,15.08482897,14.38043981,11.66932594
LOC100747569,19.70074345,19.99432414,20.87817158,17.94957341,19.30099811,17.24847102,17.44644468,19.3363371,19.38270823
LOC100747571,40.91999143,34.59284585,31.76349714,35.91308447,38.06393308,32.13073152,40.12572329,37.2794813,37.36452572
LOC100747572,76.29741787,76.89293553,72.60727745,75.70372379,75.47115111,73.12761002,79.96204782,78.84654848,76.10893262
LOC100747573,45.3549205,37.026405,45.88783235,36.93432489,43.186406,34.44828717,34.85635702,36.73245564,39.50530175
LOC100747574,5.880538584,7.572786742,9.550021698,7.052915526,6.081975785,6.492342554,5.562892916,5.318788349,6.833492726
LOC100747575,48.67979631,44.36585686,43.2779574,43.15426612,44.2167453,33.92598945,44.38885891,47.63234128,37.26876951
LOC100747576,45.82926102,52.05689966,50.79780538,51.22630827,50.07616707,47.30964179,50.76627216,52.74014004,49.42113453
LOC100747577,0.211536688,0.266251844,0.13270553,0.229990322,0.195213074,0.192762571,0.215459937,0.174841343,0.234652996
LOC100747579,27.04118895,29.86663312,29.37919419,28.99929976,29.69649979,29.21037094,28.75369564,29.63549997,29.91108818
LOC100747581,10.31329108,8.93082719,8.657129717,8.016349633,8.604132488,7.207765149,7.967246391,7.334898117,8.333432564
LOC100747582,6.339301085,3.809447923,2.441435862,2.8704915,3.05025652,2.258291315,3.441673146,3.025751755,3.278548042
LOC100747583,0.330862306,0.210680086,0.198900071,0.19950187,0.244851464,0.233526963,0.287934047,0.135812796,0.29931975
LOC100747585,2.30035127,2.166600592,1.742495542,1.692833808,2.221469559,1.577830626,1.670184515,2.022105418,1.817453313
LOC100747586,0.435092853,0.388272826,0.454975866,0.456957338,0.367598409,0.495818831,0.40295783,0.485221997,0.343469187
LOC100747587,29.64916826,35.07611706,35.16915964,35.25000777,35.96589075,34.83759641,36.08453562,38.58771004,31.35591836
LOC100747588,94.12121896,74.06397226,56.85834014,61.16164216,54.78113599,59.50124336,97.47901515,71.05758635,69.73437223
LOC100747589,27.83436567,29.90176424,31.27455476,31.54807801,28.47755362,29.42697174,31.29000313,31.74200048,29.49022152
LOC100747590,28.15913292,29.04471156,30.51055848,30.50341479,31.48593418,30.75142163,31.88897383,30.44119131,31.21972344
LOC100747591,25.16254019,22.23171482,21.24001253,23.73047051,21.68099562,19.74824035,21.67557888,28.30356997,21.26050649
LOC100747592,0.093179904,0.069425531,0.051319858,0.051823746,0.070871266,0.065014676,0.036723946,0.060259866,0.064285223
LOC100747593,88.15495921,91.81754472,89.10430522,89.19975145,93.72182404,85.84421174,94.85830415,91.67757323,92.6121256
LOC100747594,0.166726244,0.11627889,0.028660725,0.018806517,0.072435388,0.072531133,0.117389774,0.032438001,0.045664322
LOC100747595,2.049550115,2.767847799,2.579454841,2.396004056,2.527294684,2.259358386,2.468236181,2.616983869,2.395956666
LOC100747597,2.629125241,2.86685669,3.421390162,2.56091214,2.421345641,2.089324446,2.137179062,1.723136173,2.719579834
LOC100747598,5.457003609,6.865550259,7.965846755,7.106964301,7.336229003,8.368435269,8.105040768,8.331386392,6.591039794
LOC100747599,232.2315755,238.0828883,244.7043178,230.2383616,232.1588214,220.0499644,230.991364,210.698268,237.8126082
LOC100747600,16.50974785,15.6101603,14.95995589,18.56190488,15.62765415,16.91523826,17.87861886,21.14382943,16.2059929
LOC100747601,37.10260413,38.50513851,39.03250313,34.77157892,34.97502202,32.20875359,32.66153486,33.51131979,35.65815726
LOC100747603,17.83182536,18.11953054,17.55014478,17.40066474,17.58521405,16.30102182,18.09404299,16.83945059,17.12112244
LOC100747604,51.23262613,56.17340722,54.70065916,53.95085418,50.4007337,55.91714704,54.37979695,50.86972433,55.26152412
LOC100747605,1.670065819,1.453891066,1.3548424,1.329949408,1.933560743,1.572856174,1.53428456,1.407359529,1.463036872
LOC100747606,14.74541162,17.27538952,17.61365051,18.72095003,18.2075821,18.51723902,18.98113145,19.66627437,18.32082875
LOC100747608,28.48287482,29.24133274,33.91387673,33.20040409,32.29892347,31.98242615,34.33559042,32.92262497,33.06263497
LOC100747609,11.70399903,10.83030278,13.60072341,11.32964353,10.59201249,10.3056305,9.887616755,9.990754696,11.37162369
LOC100747610,804.4118171,851.2899077,833.8783387,895.2617387,903.4462688,979.7564271,919.2722315,898.9486679,946.6485098
LOC100747611,12.79058582,10.01935095,7.652259602,8.361384321,9.066284137,7.70510311,10.73090359,9.499240296,9.913989443
LOC100747612,0.19449619,0.149381357,0.050083716,0.049999483,0.045894391,0.024949735,0.086412008,0.043764574,0.057529734
LOC100747613,21.91621723,21.12697722,20.57106572,21.87012304,21.89132145,23.01621177,22.08857646,21.97817461,21.25709524
LOC100747614,0.328674744,0.302617861,0.126101434,0.218356283,0.421554091,0.152005863,0.376782668,0.310107439,0.130691246
LOC100747615,0.100956518,0.029453164,0.042436036,0.088203698,0.022818428,0.039271178,0.065563128,0.055338721,0.041956165
LOC100747616,0.041910453,0.008033542,0.003873583,0.013103202,0.010496941,0.006142694,0.0086191,0.020141825,0.045198105
LOC100747617,0.030071676,0.053627576,0.045022213,0.035716149,0.025434162,0.022015872,0.029186319,0.010341241,0.041970857
LOC100747618,24.85769007,33.28253634,33.94442448,34.73058672,34.63536249,34.07459562,34.85298371,35.04738385,33.22510522
LOC100747621,46.47665401,58.52578433,60.12746059,63.54522858,61.46995944,61.94280172,60.11461861,60.05347662,57.74805369
LOC100747622,27.23904785,27.70210545,27.14613862,28.71075092,28.0175381,28.03107284,29.52015845,29.3815304,26.69494611
LOC100747624,47.12089542,56.97236552,57.49239975,57.08286499,55.9253901,50.96288949,53.85916241,58.80209631,51.37700009
LOC100747625,71.99566569,70.89556201,85.15051839,67.65789435,68.72335619,64.26581034,59.10090252,60.05945853,70.52609586
LOC100747626,24.95726363,29.97610241,30.5506181,31.93983651,31.6182609,32.59526744,29.4520898,30.99252748,30.93704925
LOC100747627,560.8945273,406.8658956,315.6712659,317.9350371,323.9193026,271.9402912,385.1625917,393.3806064,350.3482262
LOC100747629,36.89740169,38.59643391,37.48782725,39.41825236,38.96462066,40.41230477,38.71637806,39.94434264,37.69718706
LOC100747630,8.357922633,5.897448875,5.364818099,5.656500022,5.346501872,4.651225619,5.78868855,5.095817118,5.397673621
LOC100747631,15.02668196,13.80415753,14.2472221,14.06675475,14.10791109,14.27606966,15.15060086,14.10435396,14.87630564
LOC100747632,47.35869528,53.3319344,56.89354541,59.62216955,58.79273552,59.04063384,59.11901201,62.5760721,56.5091362
LOC100747633,33.18614901,31.03302346,33.44837593,34.1900572,34.64245053,34.72422791,36.9359923,33.86655721,35.06122593
LOC100747634,16.66842074,17.69997131,17.05868505,17.73755552,17.84204604,16.96063206,19.05411233,17.85174258,17.94444901
LOC100747635,0.025176475,0.037251959,0.025428047,0.050199633,0.083495168,0.189591267,0.057934795,0.014947393,0.068595054
LOC100747636,29.94542438,28.02467223,30.13000544,28.27724285,26.7430728,27.99189618,28.45547509,27.08205898,29.34140146
LOC100747637,0.106751258,0.042496827,0.08353004,0.173019278,0.095621682,0.187277941,0.241229593,0.252831998,0.350862717
LOC100747638,15.52840304,14.93958509,18.50514052,18.05073304,18.24581815,15.73511104,16.27101096,18.56810542,16.03988853
LOC100747639,23.24201831,25.79286401,24.54365158,25.20092712,25.21476631,26.25141495,26.28494347,26.39647565,27.80824383
LOC100747640,5.917196869,4.960153843,6.143438182,5.726637698,6.054071696,5.481088321,5.968470235,5.706446535,5.526958095
LOC100747641,16.88081046,17.27840119,18.54789704,14.58499983,14.93635798,13.87347856,13.46562658,13.9047601,15.42020542
LOC100747642,23.33709655,23.80126707,23.67692534,24.54866407,25.22288097,22.9989052,26.15404148,25.17071629,23.38699735
LOC100747643,0.137601781,0.157137145,0.122758096,0.228075503,0.304727643,0.285059167,0.358531801,0.348762379,0.186694852
LOC100747644,13.7802346,14.2220742,14.00273605,13.96099812,14.09233316,12.74351381,14.51771086,14.47929281,14.19402779
LOC100747645,155.0261516,145.8246121,170.7626557,139.7215897,144.2203113,123.2938485,131.7922674,126.9970015,143.6114363
LOC100747646,17.99293564,18.07884796,16.5926659,16.99789092,16.83084262,16.79376665,18.39328175,17.32892759,17.44003766
LOC100747647,67.10464643,61.96186795,55.93851562,55.99773131,58.63469161,51.56802406,60.70577987,59.50026965,56.52469462
LOC100747648,10.31344675,11.31192024,11.49085405,9.999446064,10.80747948,9.013558694,9.068469969,9.855392432,10.30750408
LOC100747649,2.076357224,1.032129923,0.613116209,0.588515979,1.015270826,0.471568311,1.013407276,1.184864414,0.820920464
LOC100747651,6.004334632,5.540499885,6.332531964,4.735275872,5.435342646,4.590775195,4.310784699,5.107880237,4.850897672
LOC100747652,101.0077344,127.1729506,130.7520788,128.3375541,135.341953,126.5020492,130.7594532,134.2455864,124.0824812
LOC100747653,36.05980979,37.02607073,36.23881315,37.42161504,40.4805998,35.83978103,38.45133646,40.28316634,36.85045255
LOC100747654,42.37199852,41.96718243,39.71262964,41.33508818,41.30728317,38.18151107,40.97293964,42.16096981,38.94841986
LOC100747655,0.091731451,0.09419302,0.08854096,0.110939578,0.132489935,0.112080491,0.092912342,0.156120105,0.090740936
LOC100747656,27.53184037,26.51402454,34.04860906,26.2880776,24.03753401,22.01067834,20.93619631,20.71568221,25.64447301
LOC100747657,74.94258423,68.39867311,71.19902521,68.38617201,70.17284983,65.57701469,73.29642527,65.50867597,63.80898455
LOC100747658,14.20187714,12.00950948,11.43042146,11.74403783,12.35396167,10.52604067,12.84054409,10.85033027,12.4192616
LOC100747659,17.13363484,17.1749055,17.34428013,16.83280485,18.73734155,15.69636634,17.15078445,16.70687042,16.6213643
LOC100747660,8.724746791,8.114069852,8.041184118,8.303350554,8.297121972,7.928894656,8.731903353,9.233367783,8.891651122
LOC100747661,7.675557721,8.155697432,8.387971441,7.725494014,8.367337286,7.480548722,7.566614335,8.062154174,7.837274282
LOC100747665,2.20131994,1.725620419,0.791591326,0.995315792,1.0075114,0.638256171,0.861448146,0.822244031,1.303560538
LOC100747667,24.03310343,25.15601529,24.68695189,24.56153775,24.79616601,24.89615853,26.15777537,25.34708378,25.38586941
LOC100747668,95.72051082,109.6705048,111.5515708,115.0341044,107.6318415,114.9140046,101.6204635,112.2190967,106.8490665
LOC100747669,79.20676789,83.72353085,89.31579016,93.35515386,89.07693876,90.01422576,93.96127648,90.39477122,85.91122644
LOC100747670,133.347477,145.076992,140.4146197,144.9992834,135.5630028,134.4123224,146.0778396,146.0356506,148.2875278
LOC100747671,45.24630205,47.39349195,41.91334226,47.03381537,49.35958586,45.39533126,48.4912466,48.37200207,46.44465627
LOC100747672,9.531484392,9.352913538,8.410725492,9.485210644,9.828313147,9.943736497,10.21067273,9.030414696,9.900514173
LOC100747673,13.54274592,12.13780573,13.00195642,11.56447259,11.42880864,9.215971992,10.70939095,10.33651897,11.56984949
LOC100747675,0.09468022,0.025179753,0.070930661,0.03337565,0.032577993,0.032724217,0.05667884,0.033773028,0.05884546
LOC100747676,1.622009191,1.589554248,1.014742699,0.901948332,1.025987589,0.873744285,1.397130458,1.083901376,1.230511962
LOC100747677,44.2928753,49.69856971,53.28079019,52.28801985,52.82155637,50.82306949,53.04523572,54.60521278,51.63558665
LOC100747678,38.69893177,52.50228101,50.21426286,56.28711792,55.52052539,54.00287181,52.55057076,52.84835059,50.35412859
LOC100747679,5.92399319,5.480363524,4.680715318,4.611305379,4.635709994,3.632080685,4.548122559,4.130681027,4.69919494
LOC100747680,9.379473729,9.957276958,8.954187886,9.011334155,9.229965807,8.488162857,8.887557249,8.684016475,9.369361393
LOC100747681,1.307122907,1.150052572,1.183308148,1.08196606,1.077617769,1.364269171,1.03561221,1.037055661,1.398929011
LOC100747682,6.220066621,10.54649089,10.59016821,11.21176343,8.247243994,10.87954383,10.3540831,8.743851248,9.6710013
LOC100747683,7.437325862,7.081512858,7.879055182,8.097929843,8.492456257,8.020216396,8.284315477,8.396371641,7.766879351
LOC100747684,24.23935751,25.50861117,24.04454362,23.75040579,24.53071999,24.5338478,25.50328181,25.90680499,25.20115532
LOC100747685,0.040829626,0.035096548,0.034868106,0.032926173,0.030864666,0.036665391,0.041223966,0.026834792,0.035135569
LOC100747686,244.192187,266.2089396,262.6645978,253.5309888,275.6578989,241.4396949,256.7794803,270.3989427,242.6767142
LOC100747687,5.860802919,11.44189036,9.459516345,97.98452266,40.61376762,437.3656219,68.65789827,53.40152668,49.82777529
LOC100747688,0,0.004529359,0.023625147,0.010251324,0,0.013548701,0.040891882,0,0
LOC100747689,21.91214064,22.49968682,22.27801197,22.60978983,23.98230043,21.98344975,23.43223106,24.53082382,22.38023698
LOC100747690,17.00311316,17.20635297,16.40369638,17.61564218,18.11628958,16.07722785,18.29227228,18.16657965,16.98259611
LOC100747691,0.358234512,0.365303879,0.519221797,0.601708533,0.455145672,0.567793176,0.377618577,0.272393822,0.429012
LOC100747692,32.36704639,30.00575552,29.66400305,30.22038953,31.21650931,27.51459971,32.09211839,30.64357902,30.18664908
LOC100747693,407.4915186,339.1931881,292.1518106,299.2691819,327.0662913,281.6264605,360.8176001,365.1571246,319.1898532
LOC100747695,19.70863396,19.85929814,20.93527153,17.5373638,18.83806396,16.58864426,15.83509515,17.01662649,17.66109957
LOC100747696,73.99311809,74.72655521,79.76147996,75.29183924,70.78231043,70.1025496,74.5853211,69.62395476,75.72545419
LOC100747697,14.22357202,12.00179374,10.18967379,13.83875679,17.54291028,12.70495108,17.91359689,12.37560785,16.42207325
LOC100747698,30.58085163,32.15958034,34.85671275,35.91983598,35.37600397,34.62014154,36.60173057,35.28277411,35.1313082
LOC100747699,73.39344995,77.85525535,81.5467119,78.95254624,75.40353282,75.55425596,76.68942261,72.87001141,72.46139589
LOC100747701,19.29541226,20.2785907,20.90829152,20.39885597,20.80042367,19.67568855,20.41670146,21.73396228,19.3984082
LOC100747702,23.93924803,32.8739846,35.12011156,33.25845277,30.09154909,27.23067445,32.8781277,36.1561514,29.56636725
LOC100747703,10.81237918,14.39155151,14.99978002,15.17782921,14.58311678,15.10570787,14.46120571,14.3517015,14.03943948
LOC100747704,48.12890711,45.03918439,45.53483431,44.77716265,45.87872047,40.0121469,41.75657873,42.91193367,42.78288326
LOC100747705,0.054478494,0.079175903,0.012449698,0.046428961,0.059994913,0.041536042,0.06696557,0.194212875,0.020702569
LOC100747706,0.34908423,0.505299506,0.496043104,0.493878096,0.437870083,0.517963542,0.32090394,0.427916593,0.434406702
LOC100747707,16.13170599,15.74679965,17.97151955,15.48196225,16.42732385,14.96708589,14.59703605,15.11679986,16.05971633
LOC100747708,39.81273056,41.3255539,43.21164489,42.53153241,44.49814225,40.05525823,40.85714472,42.33877239,41.21176491
LOC100747709,8.009390049,7.894452524,8.501023721,7.261361952,6.140322693,6.348599154,7.200208527,6.911738414,6.833762034
LOC100747710,35.17470754,38.09816062,37.73102242,39.84438567,40.16676236,37.61221159,39.35411171,37.90849754,38.74633488
LOC100747711,11.7599047,10.94774106,10.79134549,10.3238273,10.51125331,10.05488469,10.64831721,10.28720096,10.04108871
LOC100747712,1.480963837,1.581874595,1.598901284,1.668608621,1.443052269,1.554075191,1.431996958,1.240935882,1.224175733
LOC100747713,4.647949148,3.654075535,4.088995359,3.775180518,4.166758112,3.729218641,3.576345321,4.39802637,4.252188155
LOC100747714,34.89232226,34.45169685,31.62075684,34.56373365,35.78381477,33.93304422,37.36516587,37.87866436,34.68754866
LOC100747715,1.098152541,1.538012264,1.801219859,1.823927144,1.822008446,1.683893718,1.593482864,1.788132697,1.632030894
LOC100747716,5.453203742,5.280390438,5.709040784,4.802235404,5.130594485,4.782577233,4.472691955,4.949439514,4.690689838
LOC100747717,9.423239922,6.822596455,6.994093728,7.639917374,7.854096242,7.971396235,7.198734908,8.384003998,7.824424478
LOC100747718,109.3437507,122.6893126,114.984436,113.5014806,113.0216949,109.3995184,112.6293777,114.6039436,115.5171504
LOC100747719,0.324406818,0.347441519,0.44501468,0.233383288,0.244783271,0.315710483,0.316153947,0.305306888,0.305869137
LOC100747720,42.85215828,45.01736625,46.74381059,46.0800805,47.42303235,44.83795628,46.61940443,46.83841306,46.3188486
LOC100747721,7.279240533,6.728122859,5.939943852,6.123836511,6.609373735,5.841260663,6.969916411,6.463145226,6.67140285
LOC100747722,15.99517134,17.57667316,18.30965249,15.0857637,15.04252641,14.42202375,14.32986873,14.44722642,15.5206405
LOC100747723,1.131215084,0.864569829,0.838019894,0.893326843,1.130498257,0.768569589,0.960961213,1.423035342,1.166944827
LOC100747724,53.28718539,53.56361983,54.69566495,55.10285448,55.30661736,52.49587364,54.30995605,54.48085603,53.22956139
LOC100747725,7.325069506,6.940559334,6.816856332,7.47334456,7.083024138,6.67853191,7.13333621,7.607507094,7.363793819
LOC100747726,35.59158076,30.87558688,26.89352477,29.30746377,31.41349766,27.41821672,32.38272604,31.5361947,29.97405591
LOC100747727,35.0808702,37.63274339,41.29395467,41.19901238,43.0263671,41.65720047,41.46540425,42.30476731,41.67694916
LOC100747728,5.225447931,6.17938921,5.940772325,5.77050341,5.770557042,5.330164825,5.545025483,5.876490977,5.712723823
LOC100747729,13.28051782,15.3319474,15.12195364,16.78739318,15.95151214,16.3547904,15.67448769,14.83067438,15.96077484
LOC100747730,0,0,0,0.007692351,0,0,0,0,0
LOC100747731,0.13926473,0.098315897,0.064356372,0.046292717,0.132668791,0.025425338,0.164390515,0.054657892,0.084590196
LOC100747732,44.47976616,34.79694037,39.54126744,35.79206305,35.27628211,37.41798513,34.43080046,34.05635103,36.60930813
LOC100747733,2.881196308,2.53056491,2.345023122,4.065302809,3.359817459,3.938295893,3.256733436,3.319643127,2.525119552
LOC100747734,25.15280868,24.98318693,27.08254522,29.19864324,30.76183113,29.75075714,30.53263789,29.38483895,29.99981858
LOC100747735,25.95693245,22.23238377,26.22306603,22.34901671,19.72506748,19.33375436,17.94776082,17.50107668,23.12272752
LOC100747736,0.461417321,0.166985733,0.110040589,0.167228104,0.146773111,0.090922601,0.165238998,0.226721394,0.139677784
LOC100747737,0.290971534,0.397827151,0.25540269,0.107452424,0.062353751,0.066324574,0.187194359,0.104278567,0.116748361
LOC100747738,0.037587583,0.042495028,0.048846993,0.040758662,0.008030864,0.037263072,0.013688824,0.042015073,0.026764846
LOC100747739,0,0,0,0,0,0,0,0,0
LOC100747740,0.356808042,0.478926554,0.235773345,0.996824709,0.570416427,1.393036247,0.933714026,0.336535696,0.607888966
LOC100747741,3.521222302,2.75581584,4.581130091,3.147147717,1.357505099,2.151999757,1.206988099,0.561546143,2.770537026
LOC100747742,0.279410009,0.232240148,0.268466573,1.114063623,0.661799861,5.314629177,1.062618449,0.632303681,0.681159102
LOC100747743,1.361488534,1.119166641,0.858436941,1.12047663,1.111089141,0.989543695,1.065903492,0.962407713,1.007648909
LOC100747744,1.410053455,0.325528947,0.691995031,1.053276697,1.452761089,1.33619461,1.036692833,1.836520063,0.34705831
LOC100747745,5.402886285,4.502149022,6.53154143,5.967537301,4.167112606,5.111079719,3.732989427,2.904215843,5.622606714
LOC100747746,99.47850202,100.4404214,93.64495222,103.0141052,100.3524335,94.58475022,101.9383211,102.61593,94.83725611
LOC100747747,40.61314011,35.49860193,33.75587488,35.99882346,41.59907468,32.65244373,40.15189325,39.69042686,35.9142897
LOC100747748,15.83416085,15.94571166,14.92991272,14.82970035,15.4388296,13.57924391,15.27999274,16.54383803,14.83323292
LOC100747749,57.15850067,54.93096932,54.44728139,58.43156143,60.55314557,58.41890486,59.97765668,61.33061274,55.43846165
LOC100747750,34.40702487,34.96954454,37.38474541,34.70985801,35.58054985,31.25102451,31.75723851,33.26908662,33.81565967
LOC100747751,5.083268092,6.431222972,5.81804128,6.406218054,5.158870064,6.534817674,5.834654975,4.707535942,6.056630501
LOC100747752,34.02411946,36.2700802,33.85261026,35.13865299,34.66797955,34.10036805,36.8344249,35.2901867,36.06865384
LOC100747753,36.23919945,36.88981899,38.00712685,34.55709279,34.08257992,34.15985322,32.31612206,38.31787315,36.23160149
LOC100747754,4.47061105,4.504655812,4.232919653,5.368479144,3.728540466,4.491426726,5.190365557,4.263040904,5.69801412
LOC100747755,5.723634324,6.456646121,6.153292048,12.23526782,7.181381465,7.038640379,6.823035515,18.34606218,6.841105069
LOC100747756,0.522821338,0.455188722,0.523171874,0.517208574,0.490068562,0.398680457,0.578280309,0.552129581,0.499841474
LOC100747757,0.045509686,0.023361771,0,0.014699552,0.022868951,0.007192666,0.021686199,0,0
LOC100747758,4.01285246,4.896907018,4.798627561,5.319887945,4.931176441,5.010727933,5.845675966,4.798071232,4.673024295
LOC100747759,245.3372126,186.5492783,184.64928,176.8737064,187.8926244,153.3762617,220.7149576,213.916586,169.2616717
LOC100747760,2.109543125,2.71761167,2.589088004,3.52580735,2.180604781,4.927805804,2.67563876,3.092476737,2.94750374
LOC100747761,432.2475013,459.2058745,478.6009514,486.407256,534.1039837,493.9944452,492.9845272,477.8124016,509.0873701
LOC100747763,62.45453387,57.05669278,59.46585995,58.64760211,61.60654193,55.31319101,59.7071976,60.85756181,58.86034508
LOC100747764,133.1167485,140.4582008,134.6085464,123.5059513,132.7436024,115.7361948,116.5046005,123.3958945,126.8742367
LOC100747765,29.40977308,27.03269993,26.67503591,28.37981741,28.1629932,26.63579379,30.8248995,30.87477752,28.49748095
LOC100747766,1.099656709,1.53027404,1.835303123,1.123945985,0.647849595,0.931444668,0.808347845,0.569323878,1.162244614
LOC100747767,76.44391081,74.62189216,71.67136387,71.63812699,73.25507804,68.84883128,74.15848047,76.47834557,71.04220363
LOC100747768,1.6837027,1.780780312,1.862754554,1.394178287,1.294132802,1.096121953,1.534140765,1.035966405,1.508814445
LOC100747769,19.42915309,17.1258076,17.04151918,18.58228809,19.46149605,17.64720351,20.6276059,21.13579814,17.17583949
LOC100747770,31.48909376,33.27419692,27.67710429,29.00512438,29.22448828,25.30615748,29.20022185,29.22783757,29.21677909
LOC100747771,74.4595006,75.31306488,71.36513652,77.7458475,84.30067583,73.70888267,80.10553805,80.87472396,76.6247485
LOC100747772,11.45138552,9.952216933,10.68477103,9.956962664,9.832857257,9.051773348,8.993535063,8.497478243,10.33211279
LOC100747773,4.186144286,3.711730118,4.290073844,3.265322697,3.08007594,2.742764842,2.452924406,2.158138912,3.346908583
LOC100747774,0.745487962,0.960542061,0.964667081,0.772835689,0.728749334,0.874034635,0.950547928,0.875650229,0.876391249
LOC100747775,13.68189056,14.66536853,14.25401189,14.68859316,15.39792494,14.10990415,14.79095571,15.0130424,14.67886356
LOC100747776,20.87961901,21.88815491,22.71359329,21.20968761,21.45148426,20.76223508,20.22301978,21.81657804,20.67628394
LOC100747777,40.27801145,38.83276286,50.07084068,36.12581374,35.94237452,29.28947085,27.5039079,30.34446626,35.94895018
LOC100747778,84.24865341,93.10048166,85.62722412,93.27893409,91.21674493,93.91329428,94.35239693,97.31105409,97.27000277
LOC100747779,50.04041896,36.85460296,31.4290996,34.61408097,32.81634476,31.43686572,34.98059867,35.63346038,39.13260496
LOC100747780,16.38111164,14.80988759,15.27029271,14.4843762,16.23362692,13.53117906,14.35885458,15.64231573,14.56828153
LOC100747781,97.45216327,102.5522241,94.38136618,92.91897334,90.53216934,90.42293426,94.86915184,94.0452701,93.96418981
LOC100747783,4.974455021,4.163928603,3.771717291,3.576840768,3.342056224,2.96263562,3.983673374,3.730151907,4.127694896
LOC100747784,0,0,0,0.006274184,0,0,0,0,0
LOC100747786,25.27893163,25.10896669,23.38870939,25.78061824,26.80942677,25.89978278,27.12882789,27.86508566,25.48293014
LOC100747787,1.09520847,1.139542827,1.066957221,1.100767513,1.073458928,1.088730483,1.162149551,0.980602939,1.209090093
LOC100747788,4.144398416,4.368079437,4.237949202,4.314691543,4.224192826,4.181661549,4.674105173,4.061817938,4.467031786
LOC100747790,4.026872053,4.419178357,4.77628353,4.535895897,4.172597386,4.192064579,4.690411242,4.260882011,4.476450841
LOC100747791,32.78209977,34.60116351,33.92739248,34.21335562,34.88433183,32.56389233,33.38227225,33.57419901,34.21304283
LOC100747792,70.27559543,70.750519,78.94904203,64.24062632,64.77478046,56.26315578,57.7350819,58.55774607,63.7634077
LOC100747793,43.83449842,39.41113209,40.57923547,39.05965758,41.08416019,35.33162544,38.91635006,40.00801958,38.43230129
LOC100747794,22.74417461,25.45548509,24.88571056,25.65445068,25.39278645,23.37766613,24.44368578,24.43381865,24.3763682
LOC100747795,7.923443077,5.835364685,6.178465121,5.550464111,5.923227861,4.795552886,5.471574833,5.313318952,6.149882089
LOC100747796,5.374908615,6.353823159,5.99987165,9.265967846,6.157446691,7.0234209,5.200533766,5.914190401,6.76962696
LOC100747797,10.36648764,10.33249984,10.66540645,10.96301672,11.71097002,10.248649,11.23706662,11.46338271,10.06638872
LOC100747798,176.6022509,179.4145047,178.6480417,178.4014983,181.314739,168.0752987,182.8607759,186.3138785,175.298521
LOC100747799,36.9665225,36.30499363,40.23507159,38.44067346,40.34141178,36.66310439,40.78534386,39.77924838,38.11910217
LOC100747800,38.1022439,42.41105553,42.70305042,40.21188437,39.25666484,38.47816637,41.11313352,44.67825428,37.58989855
LOC100747801,9.994173544,9.658928708,9.944476604,8.364494594,8.419831666,7.823101823,8.163099442,6.722873588,8.023515588
LOC100747803,11.90669761,13.0405157,14.12684116,13.00002063,13.10068701,13.92337636,13.2641878,13.52080311,13.81286897
LOC100747804,151.3178148,148.2397434,131.0571317,145.7033071,140.9893672,144.96705,159.7322311,148.0322697,151.731128
LOC100747805,22.27215332,20.2753089,22.01304914,21.11617869,20.694897,18.94189281,21.01791767,23.00034551,19.92746116
LOC100747806,7.466312293,7.264771672,7.494681368,7.625295488,7.811967613,7.490640928,8.275343483,8.264348488,7.864167647
LOC100747807,52.64594501,53.07945269,53.48218195,53.82958721,52.72848302,50.53208636,55.69518914,59.38484303,52.8174122
LOC100747808,4.639664947,3.559054245,2.893090979,3.126030619,4.019711526,3.274918762,3.978969004,4.598176376,3.77565267
LOC100747809,18.83567242,19.7106122,20.20933187,20.73751447,21.18115542,19.76063443,21.69736235,21.76580418,19.85081669
LOC100747811,9.655868479,11.67460711,12.07691025,11.18208719,11.44530894,11.46577966,11.01290881,11.58180794,10.98359566
